"action","file_1","sheet_1","source_row_1","publication_year_1","sample_1","site_1","depth_m_1","composite_depth_m_1","lat_1","lon_1","age_Ma_1","species_1","shell_size_1","d11B_replicates_1","MgCa_replicates_1","replicate_2SE_1","published_pCO2_1","d11B_1","d11B_2s_1","MgCa_1","MgCa_2s_1","temperature_1","source_notes_1","MgCa_from_replicates_1","retained_1","retained_file_1","retained_source_row_1","combined_row_1","intermediate_row_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","site_2","depth_m_2","composite_depth_m_2","lat_2","lon_2","age_Ma_2","species_2","shell_size_2","d11B_replicates_2","MgCa_replicates_2","replicate_2SE_2","published_pCO2_2","d11B_2","d11B_2s_2","MgCa_2","MgCa_2s_2","temperature_2","source_notes_2","MgCa_from_replicates_2","retained_2","retained_file_2","retained_source_row_2","combined_row_2","intermediate_row_2"
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",64,2022,"ODP 806_B_46_1_33_35","ODP 806",,,0.3185,159.3615,12.0743291725144,"Trilobatus sacculifer","300-400","14.514874438295","4.86997416344244",,375.983,14.514874438295,0.218106939070212,4.86997416344244,0.02,35.1258129789054,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",64,836,65,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",242,2022,"ODP 806_B_46_1_33_35","ODP 806",,,0.3185,159.3615,12.0743291725144,"Trilobatus sacculifer","300-400","14.514874438295","4.86997416344244",,338.322,14.514874438295,0.218106939070212,4.86997416344244,0.02,35.1258129789054,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",64,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",65,2022,"ODP 806_B_46_5_33_35","ODP 806",,,0.3185,159.3615,12.2491360536618,"Trilobatus sacculifer","300-400","14.9725423433844","4.46362004168158",,396.996,14.9725423433844,0.218106939070212,4.46362004168158,0.02,33.4779484403899,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",65,837,66,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",154,2022,"ODP 806_B_46_5_33_35","ODP 806",,,0.3185,159.3615,12.2491360536618,"Trilobatus sacculifer","300-400","14.9725423433844","4.46362004168158",,453.225,14.9725423433844,0.218106939070212,4.46362004168158,0.02,33.4779484403899,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",65,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",65,2022,"ODP 806_B_46_5_33_35","ODP 806",,,0.3185,159.3615,12.2491360536618,"Trilobatus sacculifer","300-400","14.9725423433844","4.46362004168158",,396.996,14.9725423433844,0.218106939070212,4.46362004168158,0.02,33.4779484403899,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",65,837,66,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",243,2022,"ODP 806_B_46_5_33_35","ODP 806",,,0.3185,159.3615,12.2491360536618,"Trilobatus sacculifer","300-400","14.9725423433844","4.46362004168158",,352.733,14.9725423433844,0.218106939070212,4.46362004168158,0.02,33.4779484403899,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",65,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",66,2022,"ODP 806_B_47_3_34_36","ODP 806",,,0.3185,159.3615,12.4433958042479,"Trilobatus sacculifer","300-400","14.7201508573611","4.63675716441468",,393.822,14.7201508573611,0.355996030618427,4.63675716441468,0.02,34.104634548784,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",66,838,67,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",155,2022,"ODP 806_B_47_3_34_36","ODP 806",,,0.3185,159.3615,12.4433958042479,"Trilobatus sacculifer","300-400","14.7201508573611","4.63675716441468",,439.935,14.7201508573611,0.355996030618427,4.63675716441468,0.02,34.104634548784,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",66,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",66,2022,"ODP 806_B_47_3_34_36","ODP 806",,,0.3185,159.3615,12.4433958042479,"Trilobatus sacculifer","300-400","14.7201508573611","4.63675716441468",,393.822,14.7201508573611,0.355996030618427,4.63675716441468,0.02,34.104634548784,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",66,838,67,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",244,2022,"ODP 806_B_47_3_34_36","ODP 806",,,0.3185,159.3615,12.4433958042479,"Trilobatus sacculifer","300-400","14.7201508573611","4.63675716441468",,345.91,14.7201508573611,0.355996030618427,4.63675716441468,0.02,34.104634548784,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",66,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",67,2022,"ODP 806_B_48_2_34_36","ODP 806",,,0.3185,159.3615,12.6875680903289,"Trilobatus sacculifer","300-400","16.3986441653323","4.53678823795979",,230.226,16.3986441653323,0.289796563578344,4.53678823795979,0.02,34.1715278966383,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",67,839,68,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",156,2022,"ODP 806_B_48_2_34_36","ODP 806",,,0.3185,159.3615,12.6875680903289,"Trilobatus sacculifer","300-400","16.3986441653323","4.53678823795979",,247.371,16.3986441653323,0.289796563578344,4.53678823795979,0.02,34.1715278966383,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",67,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",67,2022,"ODP 806_B_48_2_34_36","ODP 806",,,0.3185,159.3615,12.6875680903289,"Trilobatus sacculifer","300-400","16.3986441653323","4.53678823795979",,230.226,16.3986441653323,0.289796563578344,4.53678823795979,0.02,34.1715278966383,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",67,839,68,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",245,2022,"ODP 806_B_48_2_34_36","ODP 806",,,0.3185,159.3615,12.6875680903289,"Trilobatus sacculifer","300-400","16.3986441653323","4.53678823795979",,202.829,16.3986441653323,0.289796563578344,4.53678823795979,0.02,34.1715278966383,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",67,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",68,2022,"ODP 806_B_48_5_34_36","ODP 806",,,0.3185,159.3615,12.8231641395729,"Trilobatus sacculifer","300-400","14.8642437158979","4.12909032762973",,332.858,14.8642437158979,0.249881015112098,4.12909032762973,0.02,32.4166687335936,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",68,840,69,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",157,2022,"ODP 806_B_48_5_34_36","ODP 806",,,0.3185,159.3615,12.8231641395729,"Trilobatus sacculifer","300-400","14.8642437158979","4.12909032762973",,355.891,14.8642437158979,0.249881015112098,4.12909032762973,0.02,32.4166687335936,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",68,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",68,2022,"ODP 806_B_48_5_34_36","ODP 806",,,0.3185,159.3615,12.8231641395729,"Trilobatus sacculifer","300-400","14.8642437158979","4.12909032762973",,332.858,14.8642437158979,0.249881015112098,4.12909032762973,0.02,32.4166687335936,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",68,840,69,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",246,2022,"ODP 806_B_48_5_34_36","ODP 806",,,0.3185,159.3615,12.8231641395729,"Trilobatus sacculifer","300-400","14.8642437158979","4.12909032762973",,286.777,14.8642437158979,0.249881015112098,4.12909032762973,0.02,32.4166687335936,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",68,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",69,2022,"ODP 806_B_50_2_32_34","ODP 806",,,0.3185,159.3615,13.2275985034146,"Trilobatus sacculifer","300-400","13.8485094923635","4.49197274977128",,480.782,13.8485094923635,0.355996030618427,4.49197274977128,0.02,34.118865362805,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",69,841,70,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",158,2022,"ODP 806_B_50_2_32_34","ODP 806",,,0.3185,159.3615,13.2275985034146,"Trilobatus sacculifer","300-400","13.8485094923635","4.49197274977128",,523.328,13.8485094923635,0.355996030618427,4.49197274977128,0.02,34.118865362805,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",69,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",69,2022,"ODP 806_B_50_2_32_34","ODP 806",,,0.3185,159.3615,13.2275985034146,"Trilobatus sacculifer","300-400","13.8485094923635","4.49197274977128",,480.782,13.8485094923635,0.355996030618427,4.49197274977128,0.02,34.118865362805,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",69,841,70,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",247,2022,"ODP 806_B_50_2_32_34","ODP 806",,,0.3185,159.3615,13.2275985034146,"Trilobatus sacculifer","300-400","13.8485094923635","4.49197274977128",,414.298,13.8485094923635,0.355996030618427,4.49197274977128,0.02,34.118865362805,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",69,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",70,2022,"ODP 806_B_51_2_29_31","ODP 806",,,0.3185,159.3615,13.5267078798778,"Trilobatus sacculifer","300-400","14.0930422101688","4.25391970282455",,434.256,14.0930422101688,0.218106939070212,4.25391970282455,0.02,33.0661062302811,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",70,842,71,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",159,2022,"ODP 806_B_51_2_29_31","ODP 806",,,0.3185,159.3615,13.5267078798778,"Trilobatus sacculifer","300-400","14.0930422101688","4.25391970282455",,489.891,14.0930422101688,0.218106939070212,4.25391970282455,0.02,33.0661062302811,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",70,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",70,2022,"ODP 806_B_51_2_29_31","ODP 806",,,0.3185,159.3615,13.5267078798778,"Trilobatus sacculifer","300-400","14.0930422101688","4.25391970282455",,434.256,14.0930422101688,0.218106939070212,4.25391970282455,0.02,33.0661062302811,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",70,842,71,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",248,2022,"ODP 806_B_51_2_29_31","ODP 806",,,0.3185,159.3615,13.5267078798778,"Trilobatus sacculifer","300-400","14.0930422101688","4.25391970282455",,391.107,14.0930422101688,0.218106939070212,4.25391970282455,0.02,33.0661062302811,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",70,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",71,2022,"ODP 806_B_52_2_31_33","ODP 806",,,0.3185,159.3615,13.8181037708104,"Trilobatus sacculifer","300-400","14.541399070418","4.94441987061708",,408.551,14.541399070418,0.257084376147543,4.94441987061708,0.02,35.7632461419444,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",71,843,72,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",160,2022,"ODP 806_B_52_2_31_33","ODP 806",,,0.3185,159.3615,13.8181037708104,"Trilobatus sacculifer","300-400","14.541399070418","4.94441987061708",,474.986,14.541399070418,0.257084376147543,4.94441987061708,0.02,35.7632461419444,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",71,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",71,2022,"ODP 806_B_52_2_31_33","ODP 806",,,0.3185,159.3615,13.8181037708104,"Trilobatus sacculifer","300-400","14.541399070418","4.94441987061708",,408.551,14.541399070418,0.257084376147543,4.94441987061708,0.02,35.7632461419444,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",71,843,72,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",249,2022,"ODP 806_B_52_2_31_33","ODP 806",,,0.3185,159.3615,13.8181037708104,"Trilobatus sacculifer","300-400","14.541399070418","4.94441987061708",,384.567,14.541399070418,0.257084376147543,4.94441987061708,0.02,35.7632461419444,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",71,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",72,2022,"ODP 806_B_52_4_33_35","ODP 806",,,0.3185,159.3615,13.9136233156718,"Trilobatus sacculifer","300-400","14.571632940876","5.06048645043184",,424.484,14.571632940876,0.249881015112098,5.06048645043184,0.02,36.1278254977391,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",72,844,73,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",161,2022,"ODP 806_B_52_4_33_35","ODP 806",,,0.3185,159.3615,13.9136233156718,"Trilobatus sacculifer","300-400","14.571632940876","5.06048645043184",,500.374,14.571632940876,0.249881015112098,5.06048645043184,0.02,36.1278254977391,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",72,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",72,2022,"ODP 806_B_52_4_33_35","ODP 806",,,0.3185,159.3615,13.9136233156718,"Trilobatus sacculifer","300-400","14.571632940876","5.06048645043184",,424.484,14.571632940876,0.249881015112098,5.06048645043184,0.02,36.1278254977391,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",72,844,73,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",250,2022,"ODP 806_B_52_4_33_35","ODP 806",,,0.3185,159.3615,13.9136233156718,"Trilobatus sacculifer","300-400","14.571632940876","5.06048645043184",,404.662,14.571632940876,0.249881015112098,5.06048645043184,0.02,36.1278254977391,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",72,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",73,2022,"ODP 806_B_56_2_35_37","ODP 806",,,0.3185,159.3615,15.0606830478701,"Trilobatus sacculifer","300-400","13.5243454299339","4.76413978297987",,597.605,13.5243454299339,0.289796563578344,4.76413978297987,0.02,35.5144618842596,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",73,845,74,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",162,2022,"ODP 806_B_56_2_35_37","ODP 806",,,0.3185,159.3615,15.0606830478701,"Trilobatus sacculifer","300-400","13.5243454299339","4.76413978297987",,725.475,13.5243454299339,0.289796563578344,4.76413978297987,0.02,35.5144618842596,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",73,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",73,2022,"ODP 806_B_56_2_35_37","ODP 806",,,0.3185,159.3615,15.0606830478701,"Trilobatus sacculifer","300-400","13.5243454299339","4.76413978297987",,597.605,13.5243454299339,0.289796563578344,4.76413978297987,0.02,35.5144618842596,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",73,845,74,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",251,2022,"ODP 806_B_56_2_35_37","ODP 806",,,0.3185,159.3615,15.0606830478701,"Trilobatus sacculifer","300-400","13.5243454299339","4.76413978297987",,531.193,13.5243454299339,0.289796563578344,4.76413978297987,0.02,35.5144618842596,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",73,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",74,2022,"ODP 806_B_58_2_33_35","ODP 806",,,0.3185,159.3615,15.6887107689339,"Trilobatus sacculifer","300-400","14.46618317487","4.86309813315101",,452.208,14.46618317487,0.209247389225913,4.86309813315101,0.02,35.9539862402968,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",74,846,75,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",163,2022,"ODP 806_B_58_2_33_35","ODP 806",,,0.3185,159.3615,15.6887107689339,"Trilobatus sacculifer","300-400","14.46618317487","4.86309813315101",,533.184,14.46618317487,0.209247389225913,4.86309813315101,0.02,35.9539862402968,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",74,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",74,2022,"ODP 806_B_58_2_33_35","ODP 806",,,0.3185,159.3615,15.6887107689339,"Trilobatus sacculifer","300-400","14.46618317487","4.86309813315101",,452.208,14.46618317487,0.209247389225913,4.86309813315101,0.02,35.9539862402968,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",74,846,75,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",252,2022,"ODP 806_B_58_2_33_35","ODP 806",,,0.3185,159.3615,15.6887107689339,"Trilobatus sacculifer","300-400","14.46618317487","4.86309813315101",,449.01,14.46618317487,0.209247389225913,4.86309813315101,0.02,35.9539862402968,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",74,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",75,2022,"ODP 807_A_1_1_20_22","ODP 807",,,3.607,156.6248,0.00984,"Trilobatus sacculifer","300-400","18.17,18.38","4.23531932543763",,212.063,18.2757800233716,0.147960247867224,4.23531932543763,0.02,30.5108116795881,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",75,847,76,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",164,2022,"ODP 807_A_1_1_20_22","ODP 807",,,3.607,156.6248,0.00984,"Trilobatus sacculifer","300-400","18.17,18.38","4.23531932543763",,213.909,18.2757800233716,0.147960247867224,4.23531932543763,0.02,30.5108116795881,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",75,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",75,2022,"ODP 807_A_1_1_20_22","ODP 807",,,3.607,156.6248,0.00984,"Trilobatus sacculifer","300-400","18.17,18.38","4.23531932543763",,212.063,18.2757800233716,0.147960247867224,4.23531932543763,0.02,30.5108116795881,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",75,847,76,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",253,2022,"ODP 807_A_1_1_20_22","ODP 807",,,3.607,156.6248,0.00984,"Trilobatus sacculifer","300-400","18.17,18.38","4.23531932543763",,211.857,18.2757800233716,0.147960247867224,4.23531932543763,0.02,30.5108116795881,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",75,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",76,2022,"ODP 807_A_1_1_30_32","ODP 807",,,3.607,156.6248,0.0142,"Trilobatus sacculifer","300-400","18.7392493728056","4.27281764382983",,181.712,18.7392493728056,0.257084376147543,4.27281764382983,0.02,30.4573807336649,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",76,848,77,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",165,2022,"ODP 807_A_1_1_30_32","ODP 807",,,3.607,156.6248,0.0142,"Trilobatus sacculifer","300-400","18.7392493728056","4.27281764382983",,183.227,18.7392493728056,0.257084376147543,4.27281764382983,0.02,30.4573807336649,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",76,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",76,2022,"ODP 807_A_1_1_30_32","ODP 807",,,3.607,156.6248,0.0142,"Trilobatus sacculifer","300-400","18.7392493728056","4.27281764382983",,181.712,18.7392493728056,0.257084376147543,4.27281764382983,0.02,30.4573807336649,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",76,848,77,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",254,2022,"ODP 807_A_1_1_30_32","ODP 807",,,3.607,156.6248,0.0142,"Trilobatus sacculifer","300-400","18.7392493728056","4.27281764382983",,181.452,18.7392493728056,0.257084376147543,4.27281764382983,0.02,30.4573807336649,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",76,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",77,2022,"ODP 807_A_1_1_90_92","ODP 807",,,3.607,156.6248,0.04659,"Trilobatus sacculifer","300-400","19.076580376431","3.4658848793853",,151.873,19.076580376431,0.257084376147543,3.4658848793853,0.02,27.0051564832072,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",77,849,78,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",166,2022,"ODP 807_A_1_1_90_92","ODP 807",,,3.607,156.6248,0.04659,"Trilobatus sacculifer","300-400","19.076580376431","3.4658848793853",,152.921,19.076580376431,0.257084376147543,3.4658848793853,0.02,27.0051564832072,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",77,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",77,2022,"ODP 807_A_1_1_90_92","ODP 807",,,3.607,156.6248,0.04659,"Trilobatus sacculifer","300-400","19.076580376431","3.4658848793853",,151.873,19.076580376431,0.257084376147543,3.4658848793853,0.02,27.0051564832072,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",77,849,78,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",255,2022,"ODP 807_A_1_1_90_92","ODP 807",,,3.607,156.6248,0.04659,"Trilobatus sacculifer","300-400","19.076580376431","3.4658848793853",,151.197,19.076580376431,0.257084376147543,3.4658848793853,0.02,27.0051564832072,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",77,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",78,2022,"ODP 807_A_1_2_0_2","ODP 807",,,3.607,156.6248,0.07897,"Trilobatus sacculifer","300-400","18.3564217074044","3.44351779669892",,173.292,18.3564217074044,0.289796563578344,3.44351779669892,0.02,27.1692272562916,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",78,850,79,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",167,2022,"ODP 807_A_1_2_0_2","ODP 807",,,3.607,156.6248,0.07897,"Trilobatus sacculifer","300-400","18.3564217074044","3.44351779669892",,174.271,18.3564217074044,0.289796563578344,3.44351779669892,0.02,27.1692272562916,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",78,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",78,2022,"ODP 807_A_1_2_0_2","ODP 807",,,3.607,156.6248,0.07897,"Trilobatus sacculifer","300-400","18.3564217074044","3.44351779669892",,173.292,18.3564217074044,0.289796563578344,3.44351779669892,0.02,27.1692272562916,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",78,850,79,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",256,2022,"ODP 807_A_1_2_0_2","ODP 807",,,3.607,156.6248,0.07897,"Trilobatus sacculifer","300-400","18.3564217074044","3.44351779669892",,171.978,18.3564217074044,0.289796563578344,3.44351779669892,0.02,27.1692272562916,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",78,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",79,2022,"ODP 807_A_1_3_0_2","ODP 807",,,3.607,156.6248,0.18204,"Trilobatus sacculifer","300-400","17.1278948549611","3.25553095257516",,237.344,17.1278948549611,0.289796563578344,3.25553095257516,0.02,25.9714678888194,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",79,851,80,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",168,2022,"ODP 807_A_1_3_0_2","ODP 807",,,3.607,156.6248,0.18204,"Trilobatus sacculifer","300-400","17.1278948549611","3.25553095257516",,237.885,17.1278948549611,0.289796563578344,3.25553095257516,0.02,25.9714678888194,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",79,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",79,2022,"ODP 807_A_1_3_0_2","ODP 807",,,3.607,156.6248,0.18204,"Trilobatus sacculifer","300-400","17.1278948549611","3.25553095257516",,237.344,17.1278948549611,0.289796563578344,3.25553095257516,0.02,25.9714678888194,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",79,851,80,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",257,2022,"ODP 807_A_1_3_0_2","ODP 807",,,3.607,156.6248,0.18204,"Trilobatus sacculifer","300-400","17.1278948549611","3.25553095257516",,233.44,17.1278948549611,0.289796563578344,3.25553095257516,0.02,25.9714678888194,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",79,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",80,2022,"ODP 807_A_1_3_90_92","ODP 807",,,3.607,156.6248,0.2272,"Trilobatus sacculifer","300-400","17.53,17.75","3.96187954253761",,249.424,17.6412138793557,0.181786105711041,3.96187954253761,0.02,29.0643955337105,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",80,852,81,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",169,2022,"ODP 807_A_1_3_90_92","ODP 807",,,3.607,156.6248,0.2272,"Trilobatus sacculifer","300-400","17.53,17.75","3.96187954253761",,249.425,17.6412138793557,0.181786105711041,3.96187954253761,0.02,29.0643955337105,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",80,,
