"action","file_1","sheet_1","source_row_1","publication_year_1","sample_1","site_1","depth_m_1","composite_depth_m_1","lat_1","lon_1","age_Ma_1","species_1","shell_size_1","d11B_replicates_1","MgCa_replicates_1","replicate_2SE_1","published_pCO2_1","d11B_1","d11B_2s_1","MgCa_1","MgCa_2s_1","temperature_1","source_notes_1","MgCa_from_replicates_1","retained_1","retained_file_1","retained_source_row_1","combined_row_1","intermediate_row_1","file_2","sheet_2","source_row_2","publication_year_2","sample_2","site_2","depth_m_2","composite_depth_m_2","lat_2","lon_2","age_Ma_2","species_2","shell_size_2","d11B_replicates_2","MgCa_replicates_2","replicate_2SE_2","published_pCO2_2","d11B_2","d11B_2s_2","MgCa_2","MgCa_2s_2","temperature_2","source_notes_2","MgCa_from_replicates_2","retained_2","retained_file_2","retained_source_row_2","combined_row_2","intermediate_row_2"
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",32,2022,"ODP 806_B_1_4_23_25","ODP 806",,,0.3185,159.3615,0.22725,"Trilobatus sacculifer","300-400","17.37,17.44","4.28890457875965",,270.544,17.4077341373153,0.251727207325784,4.28890457875965,0.02,29.9509773464072,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",32,804,33,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",210,2022,"ODP 806_B_1_4_23_25","ODP 806",,,0.3185,159.3615,0.22725,"Trilobatus sacculifer","300-400","17.37,17.44","4.28890457875965",,255.63,17.4077341373153,0.251727207325784,4.28890457875965,0.02,29.9509773464072,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",32,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",33,2022,"ODP 806_B_3_1_26_28","ODP 806",,,0.3185,159.3615,0.7941,"Trilobatus sacculifer","300-400","19.2624375423482","4.04660589923007",,160.931,19.2624375423482,0.257084376147543,4.04660589923007,0.02,29.1353239281262,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",33,805,34,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",122,2022,"ODP 806_B_3_1_26_28","ODP 806",,,0.3185,159.3615,0.7941,"Trilobatus sacculifer","300-400","19.2624375423482","4.04660589923007",,150.519,19.2624375423482,0.257084376147543,4.04660589923007,0.02,29.1353239281262,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",33,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",33,2022,"ODP 806_B_3_1_26_28","ODP 806",,,0.3185,159.3615,0.7941,"Trilobatus sacculifer","300-400","19.2624375423482","4.04660589923007",,160.931,19.2624375423482,0.257084376147543,4.04660589923007,0.02,29.1353239281262,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",33,805,34,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",211,2022,"ODP 806_B_3_1_26_28","ODP 806",,,0.3185,159.3615,0.7941,"Trilobatus sacculifer","300-400","19.2624375423482","4.04660589923007",,134.074,19.2624375423482,0.257084376147543,4.04660589923007,0.02,29.1353239281262,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",33,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",34,2022,"ODP 806_B_3_1_31_33","ODP 806",,,0.3185,159.3615,0.7961,"Trilobatus sacculifer","300-400","18.7095327095224","3.81054430892158",,180.159,18.7095327095224,0.257084376147543,3.81054430892158,0.02,28.1747601820459,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",34,806,35,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",123,2022,"ODP 806_B_3_1_31_33","ODP 806",,,0.3185,159.3615,0.7961,"Trilobatus sacculifer","300-400","18.7095327095224","3.81054430892158",,168.344,18.7095327095224,0.257084376147543,3.81054430892158,0.02,28.1747601820459,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",34,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",34,2022,"ODP 806_B_3_1_31_33","ODP 806",,,0.3185,159.3615,0.7961,"Trilobatus sacculifer","300-400","18.7095327095224","3.81054430892158",,180.159,18.7095327095224,0.257084376147543,3.81054430892158,0.02,28.1747601820459,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",34,806,35,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",212,2022,"ODP 806_B_3_1_31_33","ODP 806",,,0.3185,159.3615,0.7961,"Trilobatus sacculifer","300-400","18.7095327095224","3.81054430892158",,149.754,18.7095327095224,0.257084376147543,3.81054430892158,0.02,28.1747601820459,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",34,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",35,2022,"ODP 806_B_3_1_91_93","ODP 806",,,0.3185,159.3615,0.823636,"Trilobatus sacculifer","300-400","18.1547713200123","3.74516946405171",,212.851,18.1547713200123,0.257084376147543,3.74516946405171,0.02,28.2010004013728,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",35,807,36,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",124,2022,"ODP 806_B_3_1_91_93","ODP 806",,,0.3185,159.3615,0.823636,"Trilobatus sacculifer","300-400","18.1547713200123","3.74516946405171",,198.348,18.1547713200123,0.257084376147543,3.74516946405171,0.02,28.2010004013728,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",35,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",35,2022,"ODP 806_B_3_1_91_93","ODP 806",,,0.3185,159.3615,0.823636,"Trilobatus sacculifer","300-400","18.1547713200123","3.74516946405171",,212.851,18.1547713200123,0.257084376147543,3.74516946405171,0.02,28.2010004013728,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",35,807,36,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",213,2022,"ODP 806_B_3_1_91_93","ODP 806",,,0.3185,159.3615,0.823636,"Trilobatus sacculifer","300-400","18.1547713200123","3.74516946405171",,175.525,18.1547713200123,0.257084376147543,3.74516946405171,0.02,28.2010004013728,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",35,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",36,2022,"ODP 806_B_3_2_56_58","ODP 806",,,0.3185,159.3615,0.88145,"Trilobatus sacculifer","300-400","18.5936570491383","3.19204855842061",,177.599,18.5936570491383,0.257084376147543,3.19204855842061,0.02,25.6298849282792,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",36,808,37,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",125,2022,"ODP 806_B_3_2_56_58","ODP 806",,,0.3185,159.3615,0.88145,"Trilobatus sacculifer","300-400","18.5936570491383","3.19204855842061",,164.981,18.5936570491383,0.257084376147543,3.19204855842061,0.02,25.6298849282792,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",36,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",36,2022,"ODP 806_B_3_2_56_58","ODP 806",,,0.3185,159.3615,0.88145,"Trilobatus sacculifer","300-400","18.5936570491383","3.19204855842061",,177.599,18.5936570491383,0.257084376147543,3.19204855842061,0.02,25.6298849282792,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",36,808,37,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",214,2022,"ODP 806_B_3_2_56_58","ODP 806",,,0.3185,159.3615,0.88145,"Trilobatus sacculifer","300-400","18.5936570491383","3.19204855842061",,144.872,18.5936570491383,0.257084376147543,3.19204855842061,0.02,25.6298849282792,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",36,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",37,2022,"ODP 806_B_3_3_11_13","ODP 806",,,0.3185,159.3615,0.92975,"Trilobatus sacculifer","300-400","17.5622153630663","3.57333969686183",,242.618,17.5622153630663,0.289796563578344,3.57333969686183,0.02,27.472489059025,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",37,809,38,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",126,2022,"ODP 806_B_3_3_11_13","ODP 806",,,0.3185,159.3615,0.92975,"Trilobatus sacculifer","300-400","17.5622153630663","3.57333969686183",,224.523,17.5622153630663,0.289796563578344,3.57333969686183,0.02,27.472489059025,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",37,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",37,2022,"ODP 806_B_3_3_11_13","ODP 806",,,0.3185,159.3615,0.92975,"Trilobatus sacculifer","300-400","17.5622153630663","3.57333969686183",,242.618,17.5622153630663,0.289796563578344,3.57333969686183,0.02,27.472489059025,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",37,809,38,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",215,2022,"ODP 806_B_3_3_11_13","ODP 806",,,0.3185,159.3615,0.92975,"Trilobatus sacculifer","300-400","17.5622153630663","3.57333969686183",,195.706,17.5622153630663,0.289796563578344,3.57333969686183,0.02,27.472489059025,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",37,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",38,2022,"ODP 806_B_3_4_16_18","ODP 806",,,0.3185,159.3615,0.98989,"Trilobatus sacculifer","300-400","17.2869628064316","3.52138089066004",,272.869,17.2869628064316,0.209247389225913,3.52138089066004,0.02,27.2944559654314,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",38,810,39,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",127,2022,"ODP 806_B_3_4_16_18","ODP 806",,,0.3185,159.3615,0.98989,"Trilobatus sacculifer","300-400","17.2869628064316","3.52138089066004",,250.799,17.2869628064316,0.209247389225913,3.52138089066004,0.02,27.2944559654314,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",38,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",38,2022,"ODP 806_B_3_4_16_18","ODP 806",,,0.3185,159.3615,0.98989,"Trilobatus sacculifer","300-400","17.2869628064316","3.52138089066004",,272.869,17.2869628064316,0.209247389225913,3.52138089066004,0.02,27.2944559654314,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",38,810,39,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",216,2022,"ODP 806_B_3_4_16_18","ODP 806",,,0.3185,159.3615,0.98989,"Trilobatus sacculifer","300-400","17.2869628064316","3.52138089066004",,215.7,17.2869628064316,0.209247389225913,3.52138089066004,0.02,27.2944559654314,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",38,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",39,2022,"ODP 806_B_3_4_21_23","ODP 806",,,0.3185,159.3615,0.99194,"Trilobatus sacculifer","300-400","18.9402276563053","3.40856309154756",,167.634,18.9402276563053,0.289796563578344,3.40856309154756,0.02,26.8440066223081,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",39,811,40,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",128,2022,"ODP 806_B_3_4_21_23","ODP 806",,,0.3185,159.3615,0.99194,"Trilobatus sacculifer","300-400","18.9402276563053","3.40856309154756",,155.019,18.9402276563053,0.289796563578344,3.40856309154756,0.02,26.8440066223081,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",39,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",39,2022,"ODP 806_B_3_4_21_23","ODP 806",,,0.3185,159.3615,0.99194,"Trilobatus sacculifer","300-400","18.9402276563053","3.40856309154756",,167.634,18.9402276563053,0.289796563578344,3.40856309154756,0.02,26.8440066223081,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",39,811,40,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",217,2022,"ODP 806_B_3_4_21_23","ODP 806",,,0.3185,159.3615,0.99194,"Trilobatus sacculifer","300-400","18.9402276563053","3.40856309154756",,134.494,18.9402276563053,0.289796563578344,3.40856309154756,0.02,26.8440066223081,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",39,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",40,2022,"ODP 806_B_3_5_31_33","ODP 806",,,0.3185,159.3615,1.04834,"Trilobatus sacculifer","300-400","18.6868297497487","3.22411493156574",,163.671,18.6868297497487,0.289796563578344,3.22411493156574,0.02,25.9548277607561,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",40,812,41,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",129,2022,"ODP 806_B_3_5_31_33","ODP 806",,,0.3185,159.3615,1.04834,"Trilobatus sacculifer","300-400","18.6868297497487","3.22411493156574",,150.843,18.6868297497487,0.289796563578344,3.22411493156574,0.02,25.9548277607561,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",40,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",40,2022,"ODP 806_B_3_5_31_33","ODP 806",,,0.3185,159.3615,1.04834,"Trilobatus sacculifer","300-400","18.6868297497487","3.22411493156574",,163.671,18.6868297497487,0.289796563578344,3.22411493156574,0.02,25.9548277607561,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",40,812,41,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",218,2022,"ODP 806_B_3_5_31_33","ODP 806",,,0.3185,159.3615,1.04834,"Trilobatus sacculifer","300-400","18.6868297497487","3.22411493156574",,131.125,18.6868297497487,0.289796563578344,3.22411493156574,0.02,25.9548277607561,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",40,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",41,2022,"ODP 806_B_4_1_56_58","ODP 806",,,0.3185,159.3615,1.23336,"Trilobatus sacculifer","300-400","17.2919165003023","4.07316327729619",,299.51,17.2919165003023,0.209247389225913,4.07316327729619,0.02,29.7692929973474,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",41,813,42,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",130,2022,"ODP 806_B_4_1_56_58","ODP 806",,,0.3185,159.3615,1.23336,"Trilobatus sacculifer","300-400","17.2919165003023","4.07316327729619",,271.584,17.2919165003023,0.209247389225913,4.07316327729619,0.02,29.7692929973474,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",41,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",41,2022,"ODP 806_B_4_1_56_58","ODP 806",,,0.3185,159.3615,1.23336,"Trilobatus sacculifer","300-400","17.2919165003023","4.07316327729619",,299.51,17.2919165003023,0.209247389225913,4.07316327729619,0.02,29.7692929973474,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",41,813,42,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",219,2022,"ODP 806_B_4_1_56_58","ODP 806",,,0.3185,159.3615,1.23336,"Trilobatus sacculifer","300-400","17.2919165003023","4.07316327729619",,237.731,17.2919165003023,0.209247389225913,4.07316327729619,0.02,29.7692929973474,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",41,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",42,2022,"ODP 806_B_4_1_146_148","ODP 806",,,0.3185,159.3615,1.273539326,"Trilobatus sacculifer","300-400","17.08260880785","3.60761393808757",,305.041,17.08260880785,0.209247389225913,3.60761393808757,0.02,27.8108469900033,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",42,814,43,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",131,2022,"ODP 806_B_4_1_146_148","ODP 806",,,0.3185,159.3615,1.273539326,"Trilobatus sacculifer","300-400","17.08260880785","3.60761393808757",,274.361,17.08260880785,0.209247389225913,3.60761393808757,0.02,27.8108469900033,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",42,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",42,2022,"ODP 806_B_4_1_146_148","ODP 806",,,0.3185,159.3615,1.273539326,"Trilobatus sacculifer","300-400","17.08260880785","3.60761393808757",,305.041,17.08260880785,0.209247389225913,3.60761393808757,0.02,27.8108469900033,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",42,814,43,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",220,2022,"ODP 806_B_4_1_146_148","ODP 806",,,0.3185,159.3615,1.273539326,"Trilobatus sacculifer","300-400","17.08260880785","3.60761393808757",,239.17,17.08260880785,0.209247389225913,3.60761393808757,0.02,27.8108469900033,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",42,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",43,2022,"ODP 806_A_4_4_35_37","ODP 806",,,0.3185,159.3613,1.42678601773634,"Trilobatus sacculifer","300-400","16.8949510377319","4.2442135305381",,331.249,16.8949510377319,0.355996030618427,4.2442135305381,0.02,30.3303908489411,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",43,815,44,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",132,2022,"ODP 806_A_4_4_35_37","ODP 806",,,0.3185,159.3613,1.42678601773634,"Trilobatus sacculifer","300-400","16.8949510377319","4.2442135305381",,295.933,16.8949510377319,0.355996030618427,4.2442135305381,0.02,30.3303908489411,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",43,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",43,2022,"ODP 806_A_4_4_35_37","ODP 806",,,0.3185,159.3613,1.42678601773634,"Trilobatus sacculifer","300-400","16.8949510377319","4.2442135305381",,331.249,16.8949510377319,0.355996030618427,4.2442135305381,0.02,30.3303908489411,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",43,815,44,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",221,2022,"ODP 806_A_4_4_35_37","ODP 806",,,0.3185,159.3613,1.42678601773634,"Trilobatus sacculifer","300-400","16.8949510377319","4.2442135305381",,261.693,16.8949510377319,0.355996030618427,4.2442135305381,0.02,30.3303908489411,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",43,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",44,2022,"ODP 806_B_10_2_77_79","ODP 806",,,0.3185,159.3615,3.44005288363102,"Trilobatus sacculifer","300-400","16.54,16.67","3.81600982893819",,314.583,16.6035291176133,0.251727207325784,3.81600982893819,0.02,29.3324893540626,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",44,816,45,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",133,2022,"ODP 806_B_10_2_77_79","ODP 806",,,0.3185,159.3615,3.44005288363102,"Trilobatus sacculifer","300-400","16.54,16.67","3.81600982893819",,236.653,16.6035291176133,0.251727207325784,3.81600982893819,0.02,29.3324893540626,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",44,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",44,2022,"ODP 806_B_10_2_77_79","ODP 806",,,0.3185,159.3615,3.44005288363102,"Trilobatus sacculifer","300-400","16.54,16.67","3.81600982893819",,314.583,16.6035291176133,0.251727207325784,3.81600982893819,0.02,29.3324893540626,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",44,816,45,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",222,2022,"ODP 806_B_10_2_77_79","ODP 806",,,0.3185,159.3615,3.44005288363102,"Trilobatus sacculifer","300-400","16.54,16.67","3.81600982893819",,268.13,16.6035291176133,0.251727207325784,3.81600982893819,0.02,29.3324893540626,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",44,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",45,2022,"ODP 806_B_10_3_137_139","ODP 806",,,0.3185,159.3615,3.50787424937459,"Trilobatus sacculifer","300-400","16.13,16.18","3.98846699744002",,387.531,16.1517647790278,0.251727207325784,3.98846699744002,0.02,30.0305411016925,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",45,817,46,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",134,2022,"ODP 806_B_10_3_137_139","ODP 806",,,0.3185,159.3615,3.50787424937459,"Trilobatus sacculifer","300-400","16.13,16.18","3.98846699744002",,287.172,16.1517647790278,0.251727207325784,3.98846699744002,0.02,30.0305411016925,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",45,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",45,2022,"ODP 806_B_10_3_137_139","ODP 806",,,0.3185,159.3615,3.50787424937459,"Trilobatus sacculifer","300-400","16.13,16.18","3.98846699744002",,387.531,16.1517647790278,0.251727207325784,3.98846699744002,0.02,30.0305411016925,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",45,817,46,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",223,2022,"ODP 806_B_10_3_137_139","ODP 806",,,0.3185,159.3615,3.50787424937459,"Trilobatus sacculifer","300-400","16.13,16.18","3.98846699744002",,330.052,16.1517647790278,0.251727207325784,3.98846699744002,0.02,30.0305411016925,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",45,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",46,2022,"ODP 806_B_11_1_117_119","ODP 806",,,0.3185,159.3615,3.70764094313002,"Trilobatus sacculifer","300-400","15.3481839754495","4.0238146213234",,515.994,15.3481839754495,0.355996030618427,4.0238146213234,0.02,30.2949501525424,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",46,818,47,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",135,2022,"ODP 806_B_11_1_117_119","ODP 806",,,0.3185,159.3615,3.70764094313002,"Trilobatus sacculifer","300-400","15.3481839754495","4.0238146213234",,371.009,15.3481839754495,0.355996030618427,4.0238146213234,0.02,30.2949501525424,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",46,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",46,2022,"ODP 806_B_11_1_117_119","ODP 806",,,0.3185,159.3615,3.70764094313002,"Trilobatus sacculifer","300-400","15.3481839754495","4.0238146213234",,515.994,15.3481839754495,0.355996030618427,4.0238146213234,0.02,30.2949501525424,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",46,818,47,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",224,2022,"ODP 806_B_11_1_117_119","ODP 806",,,0.3185,159.3615,3.70764094313002,"Trilobatus sacculifer","300-400","15.3481839754495","4.0238146213234",,443.581,15.3481839754495,0.355996030618427,4.0238146213234,0.02,30.2949501525424,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",46,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",47,2022,"ODP 806_B_12_5_120_122","ODP 806",,,0.3185,159.3615,4.17800645608518,"Trilobatus sacculifer","300-400","15.5606585956163","3.4056159839687",,458.054,15.5606585956163,0.355996030618427,3.4056159839687,0.02,27.5857518515045,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",47,819,48,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",136,2022,"ODP 806_B_12_5_120_122","ODP 806",,,0.3185,159.3615,4.17800645608518,"Trilobatus sacculifer","300-400","15.5606585956163","3.4056159839687",,334.715,15.5606585956163,0.355996030618427,3.4056159839687,0.02,27.5857518515045,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",47,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",47,2022,"ODP 806_B_12_5_120_122","ODP 806",,,0.3185,159.3615,4.17800645608518,"Trilobatus sacculifer","300-400","15.5606585956163","3.4056159839687",,458.054,15.5606585956163,0.355996030618427,3.4056159839687,0.02,27.5857518515045,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",47,819,48,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",225,2022,"ODP 806_B_12_5_120_122","ODP 806",,,0.3185,159.3615,4.17800645608518,"Trilobatus sacculifer","300-400","15.5606585956163","3.4056159839687",,408.189,15.5606585956163,0.355996030618427,3.4056159839687,0.02,27.5857518515045,"Scenario 3A- RH13/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",47,,
"removed redundant record","boron_isotopes_guillermic_2022.xlsx","boron isotopes",48,2022,"ODP 806_B_14_2_80_82","ODP 806",,,0.3185,159.3615,4.58074606503804,"Trilobatus sacculifer","300-400","15.5255197392192","3.08535568571191",,434.458,15.5255197392192,0.355996030618427,3.08535568571191,0.02,26.1422917543252,"Scenario 1A- G17/Caves2016",FALSE,TRUE,"boron_isotopes_guillermic_2022.xlsx",48,820,49,"boron_isotopes_guillermic_2022.xlsx","boron isotopes",137,2022,"ODP 806_B_14_2_80_82","ODP 806",,,0.3185,159.3615,4.58074606503804,"Trilobatus sacculifer","300-400","15.5255197392192","3.08535568571191",,329.212,15.5255197392192,0.355996030618427,3.08535568571191,0.02,26.1422917543252,"Scenario 2A- L02/Caves2016",FALSE,FALSE,"boron_isotopes_guillermic_2022.xlsx",48,,
